RegistrationNumber,AircraftCategory,Make,Model,AmateurBuilt,NumberofEngines,EngineType,takeoff_max_weight,AirportCode
 N24547 , Airplane , Cessna , 172R , No ,1, Reciprocating ,2200, MO3 
 N8521L , Airplane , Airbus Industrie , A320-211 , No ,2, Turbo Jet ,3968, 13W 
 N465US , Airplane , Ryan , ST-3KR , No ,1, Reciprocating ,4570, L00 
 N383SA , Airplane , Cessna , 150K , No ,1, Reciprocating ,1499, HOB 
 N997PT , Airplane , BELL , 206B , No ,1, Turbo Shaft ,3968, KCUB 
 N5006K , Airplane , Cessna , C-182 , No ,1, Reciprocating ,4570, SZP 
 N9897G , Airplane , Piper , PA-34 , No ,  , Reciprocating ,3968, 0S9 
 N5235W , Airplane , Robinson , R44 Raven II , No ,1, Turbo Shaft ,2751, FA43 
 N245CT , Airplane , Cessna ,182, No ,1, Reciprocating ,1294, GVL 
 N4400N , Airplane , Cessna ,152, No ,1, Reciprocating ,0, ELN 
 N515HS , Airplane , Bell , 206B-III , No ,1, Turbo Shaft ,4570, 1B9 
 N1139C , Airplane , Ward RC , 350 HP , Yes ,1, Reciprocating ,3198, F83 
 N202HW , Airplane , Cessna , 172M , No ,1, Reciprocating ,3968, GMU 
 N431UA , Airplane , Robinson , R-22 , No ,1, Reciprocating ,4570, ERV 
 N71HP , Airplane , Cessna , U206G , No ,1, Reciprocating ,3968, CRE 
 N1024B , Airplane , North American , T-6G , No ,  , Reciprocating ,617, PALH 
 N5315M , Airplane , Beech , A36 , No ,1, Reciprocating ,3600, POC 
 N72KX , Airplane , Cessna ,210, No ,1, Reciprocating ,2799, NTU 
 N313RA , Airplane , Bell , 47G-2A , No ,1, Reciprocating ,3600, WI58 
 N9612M , Airplane , Learjet , 35A , No ,2, Turbo Fan ,2550, LAL 
 N43246 , Airplane , Poser , DM 582 Buckeye , No ,1, Reciprocating ,1294, PTK 
 N7179Z , Airplane , Schweizer , SGS 2-33A , No ,0, Reciprocating ,3968, 1N1 
 N5425D , Airplane , Balloon Works , Firefly 7 , No ,0, Reciprocating ,1851, BOS 
 N6252K , Airplane , Bell ,407, No ,1, Turbo Shaft ,4299, KSDC 
 N11467 , Airplane , Maule , M-5-235-C , No ,1, Reciprocating ,1455, N07 
 N100GK , Airplane , Welch , RV-9 , Yes ,1, Reciprocating ,3968, 1WA6 
 N85WT , Airplane , North American , NA-265-65 , No ,2, Turbo Jet ,3399, P52 
 N62029 , Airplane , Aero Commander , 560-F , No ,2, Reciprocating ,1455, 7KY2 
 N66004 , Airplane , Formhals , RV-8 , Yes ,1, Reciprocating ,3000, 89D 
 N430A , Airplane , Piper , PA-25-260 , No ,1, Reciprocating ,1499, 3CK 
 N9620Z , Airplane , Mooney , M20E , No ,1, Reciprocating ,2649, KHZL 
 N55XP , Airplane , Cessna ,172, No ,  , Reciprocating ,3968, SN76 
 N3601Y , Airplane , Sullivan , Lancair IV , Yes ,  , Reciprocating ,3600, FRG 
 N9910A , Airplane , Cessna , 150M , No ,1, Reciprocating ,3600, KBGD 
 N9603K , Airplane , Piper , PA-30 , No ,1, Reciprocating ,2899, TVY 
 N24BR , Airplane , Hawker-Beechcraft , BE-200 , No ,  , Reciprocating ,4570, 07K 
 N6415F , Airplane ," Bombardier, Inc. ", CL-600-2C10 , No ,2, Turbo Fan ,3600, KHPN 
 N4575D , Airplane , Cessna ,172, No ,1, Reciprocating ,1600, 7FL6 
 N100UC , Airplane , Cessna , 172R , No ,1, Reciprocating ,3600, 0A9 
 N510CS , Airplane , Cessna , 172R , No ,1, Reciprocating ,2599, 60TE 
 N5260J , Airplane , Air Tractor , AT-602 , No ,1, Turbo Prop ,1455, KOBE 
 N509RA , Airplane , Diamond Aircraft Industries , DA 20-C1 , No ,1, Reciprocating ,1851, 7G4 
 N950MS , Airplane , Piper , PA-46-310P , No ,1, Reciprocating ,3800, K4G3 
 N26VT , Airplane , Cessna , C 525 , No ,  , Reciprocating ,1219, RHV 
 N4570U , Airplane , McDonnell Douglas , MD-83 , No ,  , Reciprocating ,3968, MOD 
 N8642V , Airplane , Learjet ,35, No ,  , Reciprocating ,3994, 42U 
 N1260Z , Airplane , Eurocopter , EC 130 , No ,1, Turbo Shaft ,2749, L05 
 N954Z , Airplane , Air Tractor , 402B , No ,1, Turbo Prop ,4750, LWC 
 N3899C , Airplane , Cessna , 172L , No ,1, Reciprocating ,2649, RWL 
 N22899 , Airplane , Piper , PA-28-160 , No ,1, Reciprocating ,3968, MWO 
 N6549W , Airplane , Flight Design GMBH , CTSW , No ,1, Reciprocating ,3968, KFWA 
 N62970 , Airplane , Jackson , Pientenpol , Yes ,1, Reciprocating ,3968, 42CN 
 N3635N , Airplane , Slagle , Thorp T-18 , Yes ,1, Reciprocating ,1455, TN20 
 N5205X , Airplane , Piper , PA-22/20 , No ,1, Reciprocating ,3198, KAIO 
 N2263E , Airplane , Haring Clay , RV8A , Yes ,1, Reciprocating ,2899, SFZ 
 N452TR , Airplane , Airbus Industrie , A320-232 , No ,2, Turbo Fan ,2149, KO61 
 N5494C , Airplane , Eurocopter , AS 350 B2 Ecureuil , No ,1, Turbo Shaft ,1697, K39 
 N739 , Airplane , Cameron Balloons , Z-105 , No ,  , Reciprocating ,1697, F45 
 N4157R , Airplane , Aerostar , RX 8 , No ,  , Reciprocating ,1600, KEWK 
 N9774F , Airplane , Sproul , 72K-TET , Yes ,  , Reciprocating ,3968, 56CL 
 N211LS , Airplane , Piper , PA-31-350 , No ,2, Reciprocating ,3968, ZPH 
 N590GM , Airplane , Mooney , M20F , No ,1, Reciprocating ,4570, 2WN4 
 N91254 , Airplane , Piper , PA-28-151 , No ,1, Reciprocating ,4299, O85 
 N96HA , Airplane , Aerostar , S-66A , No ,0, Reciprocating ,3849, KPMP 
 N437ND , Airplane , Krueger , Quickie , Yes ,1, Reciprocating ,3968, 4W6 
 N7751N , Airplane , Cessna , 150M , No ,1, Reciprocating ,4567, VGC 
 N8549F , Airplane , CESSNA , 150L , No ,1, Reciprocating ,1294, WV12 
 N8VE , Airplane , Cessna , Turbo Centurion T210 , No ,1, Reciprocating ,3968, HEF 
 N444PD , Airplane , Cessna , 310N , No ,2, Reciprocating ,5399, SGU 
 N644BS , Airplane , Maule , M-5-220C , No ,1, Reciprocating ,4750, PHJR 
 N6291D , Airplane , Gulfstream Aerospace , GIIB , No ,  ,  ,1455, 36U 
 N6RP , Airplane , Boeing , A75N , No ,1, Reciprocating ,1697, KCGE 
 N1839T , Airplane , CESSNA , 208B , No ,1, Turbo Prop ,3300, PUB 
 N41695 , Airplane , Aviat , A-1 , No ,1, Reciprocating ,3968, KANE 
 N38765 , Airplane , Rittal , Glastar , Yes ,1, Reciprocating ,1455, S31 
 N52359 , Airplane , Cessna , 210C , No ,1, Reciprocating ,3999, T88 
 N8374F , Airplane , CESSNA , 170A , No ,1, Reciprocating ,2949, W29 
 N8353K , Airplane , Stinson , 108-2 , No ,1, Reciprocating ,2899, FOK 
 N295BA , Airplane , de Havilland , DHC-2 , No ,1, Reciprocating ,3800, FL17 
 N4175A , Airplane , Cessna , 182P , No ,1, Reciprocating ,2200, K8A6 
 N3580Y , Airplane , Beech , G35 , No ,1, Reciprocating ,2649, 1CO8 
 N806EV , Airplane , BEECH , D55 , No ,2, Reciprocating ,4750, LBB 
 N2327J , Airplane , LET , Blanik L-13 , No ,0,  ,2949, 3GA0 
 N911M , Airplane , Cessna , 172N , No ,1, Reciprocating ,2899, FD38 
 N65998 , Airplane , Yakovlev , YAK-50 , No ,1, Reciprocating ,3600, 3TN9 
 N8761H , Airplane , Yakovlev , YAK-50 , No ,1, Reciprocating ,1371, 27W 
 N55GW , Airplane , Pelt , Mad Max II Special , Yes ,1, Reciprocating ,1369, OMN 
 N74557 , Airplane , Cessna , 150D , No ,1, Reciprocating ,2899, 3N6 
 N2826K , Airplane , Bellanca , 7GCAA , No ,1, Reciprocating ,2500, CD32 
 N38234 , Airplane , Beech , N35 , No ,1, Reciprocating ,2398, INT 
 N9583L , Airplane , Cub Crafters , CC11-100 , No ,1, Reciprocating ,9038, CLW 
 N62RE , Airplane , BELL HELICOPTER TEXTRON , 206L-1 , No ,1, Turbo Shaft ,4199, 42J 
 N7149P , Airplane , Cessna , 150H , No ,1, Reciprocating ,4570, EWN 
 N45014 , Airplane , PIPER , PA-28-140 , No ,1, Reciprocating ,1673, F80 
 N364GW , Airplane , Bellanca , 7GCBC , No ,1, Reciprocating ,12345, F00 
 N90TH , Airplane , Dusenberry , 1905 Wright Flyer , Yes ,1, Reciprocating ,12500, AK28 
 N454AA , Airplane , Cirrus Design , SR22 , No ,1, Reciprocating ,3000, ALN 
 N758TG , Airplane , Cessna , 172N , No ,1, Reciprocating ,4960, OLM 
 N808MH , Airplane , Progressive Aerodyne , Searey , Yes ,1, Reciprocating ,2398, KFRR 
 N8341G , Airplane , Cessna , 170A , No ,1, Reciprocating ,1697, PGA 
 N2560M , Airplane , Aviat , A1B , No ,1, Reciprocating ,3198, ACK 
 N880FS , Airplane , Piper , PA-18-150 , No ,1, Reciprocating ,3968, S67 
 N6716J , Airplane , Cessna ,182, No ,1, Reciprocating ,3968, UT75 
 N33LQ , Airplane , Indus , T211 Thorpedo , No ,1, Reciprocating ,3600, AAO 
 N6497E , Airplane , Raytheon Aircraft Company , C90A , No ,2, Turbo Prop ,6300, KTEB 
 N39263 , Airplane , Airbus Industrie , A330 , No ,  ,  ,3968, FNL 
 N7961P , Airplane , Piper , PA-18 , No ,1, Reciprocating ,129999, P32 
 N22237 , Airplane , Piper , PA-28-181 , No ,1, Reciprocating ,2649, MGJ 
 N732XE , Airplane , Piper , PA28-161 , No ,1, Reciprocating ,4960, SEF 
 N19298 , Airplane , Piper , PA-28-180 , No ,1, Reciprocating ,1366, 2S6 
 N26442 , Airplane , Piper , PA 28-151 , No ,1, Reciprocating ,141095, TOA 
 N46209 , Airplane , Lambert John G , Varieze , Yes ,1, Reciprocating ,8000, PQL 
 N11HP , Airplane , Degelia , Rotor Flight Dynamic , Yes ,1, Reciprocating ,3968, 76G 
 N9793L , Airplane , Robinson , R44 II , No ,1, Reciprocating ,3968, WA05 
 N3184T , Airplane , Cessna , 172N , No ,1, Reciprocating ,3968, MYF 
 N5050R , Airplane , Vans Aircraft , RV6 , Yes ,1, Reciprocating ,1600, PNM 
 N43046 , Airplane , Piper , PA-28-140 , No ,1, Reciprocating ,4750, KCNO 
 N871KS , Airplane , Bellanca , 7GCBC , No ,1, Reciprocating ,1300, W28 
 N8030Z , Airplane , Piper , PA-28R-201T , No ,1, Reciprocating ,3600, FWA 
 N4468Z , Airplane , BEECH , F33A , No ,1, Reciprocating ,3800, KETB 
 N203AB , Airplane ,  , Fokker VI , Yes ,1, Reciprocating ,26433, K2W6 
 N2341J , Airplane , Schweizer , 269D , No ,1, Turbo Shaft ,2398, MOZ 
 N8844H , Airplane , Robinson , R44 , No ,1, Reciprocating ,2400, T92 
 N3948W , Airplane , Helio , H-295 , No ,1, Reciprocating ,327004, 2S5 
 N7837G , Airplane , Piper , PA-32R-301T , No ,1, Reciprocating ,36817, PWT 
 N123MD , Airplane , Cessna , 182F , No ,1, Reciprocating ,5511, SUS 
 N2455B , Airplane , Aerotechnik , Sportstar-Evektor , No ,1, Reciprocating ,4570, BMG 
 N97996 , Airplane , Cessna , 172 SP , No ,1, Reciprocating ,4750, OKB 
 N7078T , Airplane , Aerostar ,601, No ,  ,  ,4199, PASI 
 C-FTPA , Airplane , Cessna , 172P , No ,1, Reciprocating ,2649, 6K5 
 N190BJ , Airplane , Grumman , G-164A , No ,1, Reciprocating ,3201, WST 
 N8033M , Airplane , Beech , B35 , No ,1, Reciprocating ,2899, 0L7 
 N5294D , Airplane , Robinson , R-22 BETA , No ,1, Reciprocating ,3201, TDO 
 N2088Z , Airplane , Luscombe , 8E , No ,1, Reciprocating ,4960, KTVL 
 N3653 , Airplane , Piper , J5A , No ,1, Reciprocating ,1697, SRR 
 N3134Q , Airplane , Grumman American , AA-5 Traveler , No ,1, Reciprocating ,2899, U60 
 N10TM , Airplane , Everson , Sidewinder , Yes ,1, Reciprocating ,20000, MFR 
 N9271Q , Airplane , Piper , PA-24-250 , No ,1, Reciprocating ,3600, ID85 
 N416EC , Airplane , Piper , PA-31-350 , No ,2, Reciprocating ,3968, F41 
 N9285J , Airplane , Cessna ,172, No ,1, Reciprocating ,4750, EYE 
 N2825Z , Airplane , Dassault Aviation , Mystere Falcon 900 , No ,3, Turbo Fan ,1300, K8S1 
 N4764T , Airplane , MCDONNELL DOUGLAS , DC-9-82 (MD-82) , No ,2, Turbo Fan ,169755, LECU 
 N1415B , Airplane , Cessna ,172, No ,1, Reciprocating ,150000, TUM 
 N8751Y , Airplane , Eurocopter France , EC 130 B4 , No ,1, Turbo Shaft ,6000, HPT 
 N91357 , Airplane , Piper , PA-32R-301T , No ,1, Reciprocating ,3126, DYT 
 N7072E , Airplane , Piper , PA-12 , No ,1, Reciprocating ,8750, BJC 
 N729CM , Airplane , Reims Aviation , F406 , No ,  ,  ,2398, FXE 
 N1950E , Airplane , FLY BY SEA CO , COMP AIR 1 , Yes ,1, Turbo Prop ,14550, KOLM 
 N6017P , Airplane , Piper , PA-28-140 , No ,1, Reciprocating ,3968, 9VG9 
 N105WB , Airplane , Langley , Tri-Quickie , Yes ,1, Reciprocating ,1369, KEIK 
 N9539G , Airplane , Cessna , A185F , No ,1, Reciprocating ,3196, MTK 
 N1844Q , Airplane , Taylorcraft , BC12-D , No ,1, Reciprocating ,1697, PAMR 
 N20577 , Airplane , Piper , PA-24-250 , No ,1, Reciprocating ,36817, 10C 
 N110SP , Airplane , Cessna , 172S , No ,1, Reciprocating ,3399, 9S5 
 N515KJ , Airplane , Cessna , T210M , No ,1, Reciprocating ,2398, Y47 
 N8260R , Airplane , Cessna , 150L , No ,1, Reciprocating ,2398, KX59 
 N616EV , Airplane , Boeing ,737, No ,  ,  ,136999, L12 
 N8522P , Airplane , Piper , PA-46-350 , No ,  ,  ,3800, W01 
 N877HF , Airplane , GRUMMAN , AA-5A , No ,1, Reciprocating ,9649, SFQ 
 N5073T , Airplane , CESSNA ,180, No ,1, Reciprocating ,137998, DAY 
 N5344U , Airplane , North American , SNJ-5 , No ,1, Reciprocating ,154323, K23 
 N1VD , Airplane , Beech , C23 , No ,1, Reciprocating ,1860, OSH 
 N11XR , Airplane , Robinson , R44 II , No ,1, Reciprocating ,2599, N45 
 N132SH , Airplane , Piper , J3 , No ,1, Reciprocating ,8359, GEO 
 N100G , Airplane , Kolb Company , MK II , Yes ,1, Reciprocating ,3600, 4M1 
 N769R , Airplane , Beech , C90A , No ,2, Turbo Prop ,1122, C89 
 N109PA , Airplane , Cessna , U206 , No ,1, Reciprocating ,3968, RCM 
 N1145X , Airplane , Piper , PA-18 , No ,1, Reciprocating ,1851, HWV 
 N423SH , Airplane , SOCATA , TB20 , No ,1, Reciprocating ,4960, UUU 
 N30926 , Airplane , Robinson , R-22 Beta , No ,1, Reciprocating ,2550, 27FL 
 N269HB , Airplane , North American , Navion , No ,1, Reciprocating ,4750, ABO 
 N319AM , Airplane , Piper , PA-32 , No ,1, Reciprocating ,97995, 0WY1 
 N1811Q , Airplane , Cessna ,172, No ,1, Reciprocating ,2400,999
 N139DK , Airplane , BEECH , H-18 , No ,2, Reciprocating ,1860, N10 
 N360SS , Airplane , TEMCO , GC-1B , No ,1, Reciprocating ,3600, VA33 
 N313BG , Airplane , Boeing , 737-800 , No ,  ,  ,4299, ANK 
 N6735J , Airplane , Cessna , 182Q , No ,1, Reciprocating ,4750, H49 
 N4719B , Airplane , Jeffrey Wilson , Escapade , Yes ,1, Reciprocating ,2751, BKE 
 N965SH , Airplane , Cessna , 340A , No ,2, Reciprocating ,5299, MYL 
 N40325 , Airplane , Cessna ,190, No ,1, Reciprocating ,37258, BOI 
 N24WR , Airplane , Cessna , 182P , No ,1, Reciprocating ,3399, LFSB 
 N68462 , Airplane , Aerostar , S81A , No ,0,  ,617999, 3U2 
 N7221Q , Airplane , Short Bros. , SC-7 , No ,2, Turbo Prop ,0, TYL 
 N6731U , Airplane , Siebert , RV-9A , Yes ,1, Reciprocating ,169755, ND17 
 N993KC , Airplane , St. Claire , Ragtop-01 , No ,1, Reciprocating ,4750, OEB 
 N269RV , Airplane , Beech , B90 , No ,2, Turbo Prop ,4149, 1N7 
 N119G , Airplane , Beech , V35B , No ,1, Reciprocating ,1649, MSSS 
 N335DF , Airplane , ORTIZ G/SAINT J , RV-10 , Yes ,1,  ,1860, KSFF 
 N1229X , Airplane , Piper , PA-28-180 , No ,1, Reciprocating ,3968, RFD 
 N12189 , Airplane , Piper , PA-22-150 , No ,1, Reciprocating ,4960, SGJ 
 N6014U , Airplane , Piper , PA 28-140 , No ,1, Reciprocating ,2398, 0CO2 
 N205LT , Airplane , Root , Sherpa , Yes ,1, Reciprocating ,1598, 4NY8 
 N82022 , Airplane , Piper , PA-30 , No ,2, Reciprocating ,134997, O41 
 N261BH , Airplane , Air Tractor , AT-802A , No ,1, Turbo Prop ,3800, SCB 
 N13NG , Airplane , Francis , SE5A REPLICA , Yes ,1, Reciprocating ,1499, 4IA2 
 N402BF , Airplane , VANS , RV-7A , Yes ,1, Reciprocating ,1984, CDR 
 N94260 , Airplane , Aeronca , 7AC , No ,1, Reciprocating ,3968, CBK 
 N2353Y , Airplane , Piper , PA-24-180 , No ,1, Reciprocating ,8000, DTS 
 N1237H , Airplane , Ultra Magic , M-56C , No ,0,  ,1369, F49 
 N228C , Airplane , Cameron Balloons , O-77 , No ,0,  ,3968, 06MO 
 N1954F , Airplane , Cessna , 177RG , No ,1, Reciprocating ,3968, KPHK 
 N1751W , Airplane , Grenier , Kitfox IV , Yes ,1, Reciprocating ,3600, SBP 
 N2420R , Airplane , Piper , PA-32-301 , No ,  ,  ,16133, VRB 
 N31HM , Airplane , Boeing , MD-82 , No ,  ,  ,3968, KBDN 
 N19952 , Airplane , Piper , PA-28-181 , No ,  ,  ,2949, WMC 
 N72699 , Airplane , Monocoupe , 110SP , No ,  , Reciprocating ,3968, BVY 
 N505RA , Airplane , BEECH , C-90 , No ,2, Turbo Prop ,4199, 2U7 
 N353TW , Airplane , Bellanca , 17-30A , No ,1, Reciprocating ,6750, FCM 
 N3063Y , Airplane , Evektor-Aerotechnik a.s. , SportStar , No ,1, Reciprocating ,3000, ONO 
 N6729A , Airplane , Air Tractor , AT 602 , No ,1, Turbo Prop ,2500, U00 
 N1758R , Airplane , Robinson , R22 Beta , No ,1, Reciprocating ,3600, N53 
 N6070X , Airplane , Beech , A23-24 , No ,1, Reciprocating ,3849, RNO 
 N7298R , Airplane , Cessna , U206G , No ,1, Reciprocating ,4629, GDM 
 N52033 , Airplane , Deluca-Owl , OR-71 , Yes ,1, Reciprocating ,8000, AST 
 N819F , Airplane , Tuttle Cassutt , IIIM , Yes ,1, Reciprocating ,3968, 79N 
 N62BA , Airplane , Robinson , R22 Beta II , No ,1, Reciprocating ,4570, LLN 
 N6493W , Airplane , Israel Aircraft Industries , Astra SPX , No ,2, Turbo Fan ,134997, D52 
 N384CC , Airplane , Skykits , Savannah ADV , No ,1, Reciprocating ,3198, ORT 
 N93FD , Airplane , Boeing , 737-200 , No ,2, Turbo Jet ,1455, IMM 
 N267MW , Airplane , PIPER , PA-32R-301 , No ,1, Reciprocating ,4354, ATL 
 N702PA , Airplane , Piper , PA-28R-200 , No ,1, Reciprocating ,3600, EDN 
 N73455 , Airplane , Hasch , Vans RV6 , Yes ,1, Reciprocating ,3968, T65 
 N41734 , Airplane , Piper , J3L-65 , No ,1, Reciprocating ,4750, GUC 
 N8945V , Airplane , Schweizer , 300 CBI , No ,1, Reciprocating ,4629, FLL 
 N155HC , Airplane , Aviat , A-1B , No ,1, Reciprocating ,2398, WA09 
 N445AF , Airplane , Learjet ,35, No ,  ,  ,1245, UTA 
 N444CF , Airplane , Beech , A-36TC , No ,1, Reciprocating ,9299, SFB 
 N251AS , Airplane , Aero Vodochody , L-39C , No ,1, Turbo Fan ,136999, MPV 
 N240R , Airplane , Bell , 47G-3B-1 , No ,1, Reciprocating ,4570, PAE 
 N46248 , Airplane , Fairchild Hiller , FH-1100 , No ,1, Turbo Shaft ,3600, 58C 
 N351F , Airplane , Piper , PA-28-140 , No ,1, Reciprocating ,3802, KO37 
 N58332 , Airplane , Cessna ,180, No ,1, Reciprocating ,3968, TE75 
 N58596 , Airplane , Robinson , R-22B , No ,1, Reciprocating ,2398, 73KY 
 N1118H , Airplane , Maule , M-4-220C , No ,1, Reciprocating ,3600, 35ME 
 N137GK , Airplane , Schleicher , ASW-24E , No ,1, Reciprocating ,169755, PA64 
 N4756T , Airplane , Boeing Stearman , E75 , No ,1, Reciprocating ,2200, CN13 
 N5462 , Airplane , Cessna , 172L , No ,1, Reciprocating ,2200, HVN 
 N1301Y , Airplane , Mooney , M20C , No ,1, Reciprocating ,4570, KUAO 
 N2355H , Airplane , ROBINSON HELICOPTER , R22 BETA , No ,1, Reciprocating ,1697, TRK 
 N212YA , Airplane ," Rans, Inc. ", RV-9A , Yes ,1, Reciprocating ,4570, 3B8 
 N60867 , Airplane , Grumman American , AA-5 , No ,1, Reciprocating ,5299, UNV 
 N7476 , Airplane , LANCAIR , IV-P , Yes ,1, Reciprocating ,8000, N12 
 N62382 , Airplane , Cessna , 208B , No ,  ,  ,3968, MIE 
 N1502V , Airplane , Mooney , M20D , No ,1, Reciprocating ,3000, 14I 
 N118TT , Airplane , Cessna , 172 Skyhawk , No ,1, Reciprocating ,5399, 7N7 
 N547DB , Airplane , Rogerson Hiller Corp. , RH-1100 , No ,1, Turbo Shaft ,2899, O57 
 N62063 , Airplane , Bell , 206-B2 , No ,1, Turbo Shaft ,4570, EICA 
 N84GT , Airplane , Piper , PA-18 , No ,1, Reciprocating ,4570, LGA 
 N465MA , Airplane , BELL , 206B , No ,1, Turbo Shaft ,5399, TRX 
 Unknown , Airplane , Rose , Peregrine , Yes ,1, Reciprocating ,174164, 00V 
 N326DK , Airplane , Cessna , 402B , No ,2, Reciprocating ,2649, E37 
 N915W , Airplane , Cessna ,185, No ,1, Reciprocating ,2649, LGB 
 N444LT , Airplane , Cessna ,177, No ,1, Reciprocating ,26433, U77 
 N65832 , Airplane , Piper , PA-28-140 , No ,1, Reciprocating ,6724, TZT 
 N5180G , Airplane , Robinson , R44 , No ,  ,  ,10500, 61B 
 N5479A , Airplane , Robinson , R-22 Beta , No ,  ,  ,4960, NY21 
 N546SW , Airplane , Stinson , 108-2 , No ,1, Reciprocating ,9479, W00 
 N65PG , Airplane , Cessna , 172N , No ,1, Reciprocating ,1300, N16 
 N13WA , Airplane , Beech , BE-55 , No ,2, Reciprocating ,1697, PSP 
 N6578 , Airplane , Cessna , 182G , No ,1, Reciprocating ,1763, KCWS 
 N5731S , Airplane , Hughes , 369D , No ,1, Turbo Shaft ,9920, HND 
 N2520P , Airplane , Cessna , 172M , No ,1, Reciprocating ,37258, SBS 
 N2133B , Airplane , Cessna ,140, No ,1, Reciprocating ,97995, KPXE 
 N22HW , Airplane , Eurocopter , AS-350B2 , No ,1, Turbo Shaft ,3800, RYN 
 N3914Z , Airplane , Mooney , M20TN , No ,1, Reciprocating ,2949, 1DS 
 N93783 , Airplane , Piper , PA-28-181 , No ,1, Reciprocating ,0, LAX 
 N7321S , Airplane , Cessna ,172, No ,1, Reciprocating ,3399, PAOT 
 N231BQ , Airplane , Cessna ,185, No ,1, Reciprocating ,3600, 8S2 
 N1544K , Airplane , Piper , PA-46-350P , No ,1, Reciprocating ,4299, CID 
 N3077Q , Airplane , Beech , F33A , No ,1, Reciprocating ,3968,37
 N2540T , Airplane , North American , SNJ-2 , No ,1, Reciprocating ,4221, GYH 
 N2001S , Airplane ," Ekornaas, Fred ", SkyRanger II Kit , No ,1, Reciprocating ,2398, PATJ 
 N2459Y , Airplane , Bell , 206B , No ,  ,  ,18300, 21W 
 N96KL , Airplane , Piper , PA-23-250 , No ,2, Reciprocating ,3968, GFK 
 N1098F , Airplane , PIPER , PA-28-140 , No ,1, Reciprocating ,4570, MVM 
 N3544Z , Airplane , Piper/Cub Crafters , PA-18 , No ,1, Reciprocating ,3968, 4D0 
 N8521Z , Airplane , Furey , Kitfox IV , Yes ,1, Reciprocating ,2398, TUS 
 N143SH , Airplane , BELL , 206B3 , No ,1, Turbo Shaft ,1369, GXY 
 N100RW , Airplane , CESSNA , 208B , No ,1, Turbo Prop ,2649, 95C 
 N7325L , Airplane , Cessna , 172M , No ,1, Reciprocating ,2899, DFB 
 N6003G , Airplane , Jones , Challenger II , Yes ,1, Reciprocating ,2398, 1NK8 
 N304AP , Airplane , Cessna , 172M , No ,1, Reciprocating ,169755, JYM 
 N60GE , Airplane , Higher Class Aviation , Sport Hornet , No ,1, Reciprocating ,2403, CRG 
 N8280E , Airplane , Cessna , 172R , No ,1, Reciprocating ,3399, PANN 
 N61265 , Airplane , Piper , PA28-161 , No ,1, Reciprocating ,6300, W18 
 N8179 , Airplane , Piper , PA-34-200T , No ,2, Reciprocating ,3198, KPUC 
 N1344Q , Airplane , Bellanca , 8KCAB-180 , No ,1, Reciprocating ,4750, GPM 
 N1158S , Airplane , Aeronca , O-58B , No ,1, Reciprocating ,2899, 1U7 
 N15425 , Airplane , American Air Racing , Thunder Mustang , Yes ,1, Reciprocating ,5000, 3A1 
 N6670A , Airplane , Hughes , 269C , No ,1, Reciprocating ,3201, NC58 
 N904DZ , Airplane , Cessna , 182P , No ,1, Reciprocating ,4750, UYF 
