FlightNumber,accm_txn_complete_time
20070928X01473 ,5/17/2022 0:00
20070827X01247 ,5/18/2022 0:00
20070903X01298 ,5/19/2022 0:00
20070817X01200 ,5/14/2022 0:00
20071010X01538 ,5/15/2022 0:00
20070823X01233 ,5/16/2022 0:00
20070821X01217 ,5/17/2022 0:00
20070823X01225 ,5/18/2022 0:00
20071107X01753 ,5/19/2022 0:00
20070821X01218 ,5/14/2022 0:00
20070823X01232 ,5/15/2022 0:00
20070916X01394 ,5/16/2022 0:00
20070905X01309 ,5/17/2022 0:00
20071129X01872 ,5/18/2022 0:00
20071005X01521 ,5/19/2022 0:00
20070820X01208 ,5/14/2022 0:00
20070928X01474 ,5/15/2022 0:00
20071001X01483 ,5/16/2022 0:00
20070911X01363 ,5/17/2022 0:00
20071001X01482 ,5/18/2022 0:00
20070912X01385 ,5/19/2022 0:00
20070821X01213 ,5/14/2022 0:00
20071003X01492 ,5/15/2022 0:00
20071001X01480 ,5/16/2022 0:00
20070821X01220 ,5/17/2022 0:00
20070823X01234 ,5/18/2022 0:00
20070823X01229 ,5/19/2022 0:00
20070831X01278 ,5/14/2022 0:00
20071004X01499 ,5/15/2022 0:00
20071106X01742 ,5/16/2022 0:00
20070816X01194 ,5/17/2022 0:00
20071104X01725 ,5/18/2022 0:00
20071018X01618 ,5/19/2022 0:00
20071025X01659 ,5/14/2022 0:00
20081219X65335 ,5/15/2022 0:00
20070911X01367 ,5/16/2022 0:00
20070912X01381 ,5/17/2022 0:00
20070831X01281 ,5/18/2022 0:00
20070917X01397 ,5/19/2022 0:00
20080207X00146 ,5/14/2022 0:00
20071127X01848 ,5/15/2022 0:00
20070816X01193 ,5/16/2022 0:00
20070821X01222 ,5/17/2022 0:00
20070824X01236 ,5/18/2022 0:00
20070823X01226 ,5/19/2022 0:00
20070905X01311 ,5/14/2022 0:00
20070910X01347 ,5/15/2022 0:00
20070907X01324 ,5/16/2022 0:00
20070912X01383 ,5/17/2022 0:00
20070912X01384 ,5/18/2022 0:00
20071227X01993 ,5/19/2022 0:00
20071107X01752 ,5/14/2022 0:00
20070821X01223 ,5/15/2022 0:00
20070911X01371 ,5/16/2022 0:00
20071011X01547 ,5/17/2022 0:00
20070910X01357 ,5/18/2022 0:00
20070928X01471 ,5/19/2022 0:00
20070928X01477 ,5/14/2022 0:00
20071029X01675 ,5/15/2022 0:00
20071011X01560 ,5/16/2022 0:00
20070821X01219 ,5/17/2022 0:00
20070814X01184 ,5/18/2022 0:00
20080102X00003 ,5/19/2022 0:00
20071022X01629 ,5/14/2022 0:00
20070831X01284 ,5/15/2022 0:00
20071011X01548 ,5/16/2022 0:00
20071011X01554 ,5/17/2022 0:00
20070912X01390 ,5/18/2022 0:00
20070827X01242 ,5/19/2022 0:00
20071011X01549 ,5/14/2022 0:00
20071011X01545 ,5/15/2022 0:00
20070829X01262 ,5/16/2022 0:00
20070816X01195 ,5/17/2022 0:00
20070909X01342 ,5/18/2022 0:00
20071025X01661 ,5/19/2022 0:00
20070917X01401 ,5/14/2022 0:00
20070817X01201 ,5/15/2022 0:00
20070905X01316 ,5/16/2022 0:00
20070912X01387 ,5/17/2022 0:00
20070816X01192 ,5/18/2022 0:00
20070908X01339 ,5/19/2022 0:00
20071025X01660 ,5/14/2022 0:00
20071018X01617 ,5/15/2022 0:00
20070908X01338 ,5/16/2022 0:00
20070907X01323 ,5/17/2022 0:00
20070908X01336 ,5/18/2022 0:00
20070810X01171 ,5/19/2022 0:00
20070815X01188 ,5/14/2022 0:00
20070817X01198 ,5/15/2022 0:00
20070814X01185 ,5/16/2022 0:00
20080817X01255 ,5/17/2022 0:00
20070908X01337 ,5/18/2022 0:00
20070917X01404 ,5/19/2022 0:00
20070928X01472 ,5/14/2022 0:00
20070911X01370 ,5/15/2022 0:00
20070829X01272 ,5/16/2022 0:00
20070813X01173 ,5/17/2022 0:00
20071001X01487 ,5/18/2022 0:00
20071129X01869 ,5/19/2022 0:00
20070806X01118 ,5/14/2022 0:00
20070817X01197 ,5/15/2022 0:00
20070817X01199 ,5/16/2022 0:00
20070808X01152 ,5/17/2022 0:00
20070808X01153 ,5/18/2022 0:00
20070808X01151 ,5/19/2022 0:00
20070831X01282 ,5/14/2022 0:00
20070831X01285 ,5/15/2022 0:00
20070817X01204 ,5/16/2022 0:00
20070913X01391 ,5/17/2022 0:00
20070920X01425 ,5/18/2022 0:00
20070806X01116 ,5/19/2022 0:00
20070810X01161 ,5/14/2022 0:00
20070802X01086 ,5/15/2022 0:00
20070814X01186 ,5/16/2022 0:00
20070813X01177 ,5/17/2022 0:00
20070813X01178 ,5/18/2022 0:00
20070806X01114 ,5/19/2022 0:00
20070806X01115 ,5/14/2022 0:00
20080205X00138 ,5/15/2022 0:00
20071108X01757 ,5/16/2022 0:00
20071205X01897 ,5/17/2022 0:00
20071005X01528 ,5/18/2022 0:00
20070817X01205 ,5/19/2022 0:00
20070810X01162 ,5/14/2022 0:00
20070904X01304 ,5/15/2022 0:00
20070905X01317 ,5/16/2022 0:00
20070831X01279 ,5/17/2022 0:00
20070910X01356 ,5/18/2022 0:00
20070828X01248 ,5/19/2022 0:00
20070911X01368 ,5/14/2022 0:00
20070801X01077 ,5/15/2022 0:00
20070801X01082 ,5/16/2022 0:00
20070803X01092 ,5/17/2022 0:00
20070808X01144 ,5/18/2022 0:00
20070801X01074 ,5/19/2022 0:00
20070823X01228 ,5/14/2022 0:00
20070911X01358 ,5/15/2022 0:00
20070830X01274 ,5/16/2022 0:00
20070906X01320 ,5/17/2022 0:00
20070930X01478 ,5/18/2022 0:00
20070926X01448 ,5/19/2022 0:00
20070803X01091 ,5/14/2022 0:00
20070731X01064 ,5/15/2022 0:00
20070806X01119 ,5/16/2022 0:00
20070814X01187 ,5/17/2022 0:00
20070808X01147 ,5/18/2022 0:00
20070808X01139 ,5/19/2022 0:00
20070804X01108 ,5/14/2022 0:00
20070801X01073 ,5/15/2022 0:00
20070801X01080 ,5/16/2022 0:00
20070802X01089 ,5/17/2022 0:00
20070904X01301 ,5/18/2022 0:00
20070810X01166 ,5/19/2022 0:00
20070810X01168 ,5/14/2022 0:00
20070903X01299 ,5/15/2022 0:00
20070810X01164 ,5/16/2022 0:00
20070810X01165 ,5/17/2022 0:00
20070909X01341 ,5/18/2022 0:00
20070911X01369 ,5/19/2022 0:00
20080227X00240 ,5/14/2022 0:00
20080227X00241 ,5/15/2022 0:00
20070806X01123 ,5/16/2022 0:00
20070824X01239 ,5/17/2022 0:00
20070807X01128 ,5/18/2022 0:00
20080418X00517 ,5/19/2022 0:00
20070802X01085 ,5/14/2022 0:00
20070808X01146 ,5/15/2022 0:00
20070730X01040 ,5/16/2022 0:00
20070813X01172 ,5/17/2022 0:00
20070902X01292 ,5/18/2022 0:00
20070903X01297 ,5/19/2022 0:00
20070810X01163 ,5/14/2022 0:00
20070823X01227 ,5/15/2022 0:00
20070824X01237 ,5/16/2022 0:00
20070824X01240 ,5/17/2022 0:00
20070927X01465 ,5/18/2022 0:00
20070806X01113 ,5/19/2022 0:00
20070801X01084 ,5/14/2022 0:00
20070907X01322 ,5/15/2022 0:00
20070806X01117 ,5/16/2022 0:00
20070804X01107 ,5/17/2022 0:00
20081219X65340 ,5/18/2022 0:00
20070730X01050 ,5/19/2022 0:00
20071001X01481 ,5/14/2022 0:00
20070810X01167 ,5/15/2022 0:00
20070902X01293 ,5/16/2022 0:00
20070829X01269 ,5/17/2022 0:00
20071129X01873 ,5/18/2022 0:00
20070904X01302 ,5/19/2022 0:00
20070912X01388 ,5/14/2022 0:00
20070911X01366 ,5/15/2022 0:00
20070831X01283 ,5/16/2022 0:00
20070908X01329 ,5/17/2022 0:00
20071011X01541 ,5/18/2022 0:00
20070803X01096 ,5/19/2022 0:00
20070807X01124 ,5/14/2022 0:00
20070808X01148 ,5/15/2022 0:00
20070725X01017 ,5/16/2022 0:00
20070808X01149 ,5/17/2022 0:00
20070808X01150 ,5/18/2022 0:00
20070808X01140 ,5/19/2022 0:00
20070801X01078 ,5/14/2022 0:00
20070813X01175 ,5/15/2022 0:00
20070803X01095 ,5/16/2022 0:00
20070730X01052 ,5/17/2022 0:00
20070730X01051 ,5/18/2022 0:00
20070904X01307 ,5/19/2022 0:00
20070911X01359 ,5/14/2022 0:00
20070829X01271 ,5/15/2022 0:00
20070810X01169 ,5/16/2022 0:00
20070912X01389 ,5/17/2022 0:00
20070903X01296 ,5/18/2022 0:00
20070803X01102 ,5/19/2022 0:00
20070803X01104 ,5/14/2022 0:00
20070815X01189 ,5/15/2022 0:00
20070801X01072 ,5/16/2022 0:00
20070730X01062 ,5/17/2022 0:00
20070727X01036 ,5/18/2022 0:00
20070725X01011 ,5/19/2022 0:00
20070725X01012 ,5/14/2022 0:00
20070730X01039 ,5/15/2022 0:00
20070803X01103 ,5/16/2022 0:00
20070808X01145 ,5/17/2022 0:00
20070905X01312 ,5/18/2022 0:00
20070908X01335 ,5/19/2022 0:00
20070902X01295 ,5/14/2022 0:00
20071017X01594 ,5/15/2022 0:00
20080206X00140 ,5/16/2022 0:00
20070902X01294 ,5/17/2022 0:00
20071205X01899 ,5/18/2022 0:00
20070808X01143 ,5/19/2022 0:00
20070804X01106 ,5/14/2022 0:00
20070723X00977 ,5/15/2022 0:00
20070803X01101 ,5/16/2022 0:00
20070720X00964 ,5/17/2022 0:00
20070831X01289 ,5/18/2022 0:00
20070824X01241 ,5/19/2022 0:00
20070913X01392 ,5/14/2022 0:00
20070720X00969 ,5/15/2022 0:00
20070828X01257 ,5/16/2022 0:00
20070831X01288 ,5/17/2022 0:00
20070831X01277 ,5/18/2022 0:00
20070829X01267 ,5/19/2022 0:00
20071106X01741 ,5/14/2022 0:00
20070720X00965 ,5/15/2022 0:00
20070717X00946 ,5/16/2022 0:00
20070720X00970 ,5/17/2022 0:00
20070731X01066 ,5/18/2022 0:00
20070808X01141 ,5/19/2022 0:00
20070806X01121 ,5/14/2022 0:00
20070723X00983 ,5/15/2022 0:00
20070723X00981 ,5/16/2022 0:00
20070723X00990 ,5/17/2022 0:00
20070730X01046 ,5/18/2022 0:00
20070723X00982 ,5/19/2022 0:00
20070726X01018 ,5/14/2022 0:00
20070803X01098 ,5/15/2022 0:00
20070808X01142 ,5/16/2022 0:00
20070803X01099 ,5/17/2022 0:00
20070807X01127 ,5/18/2022 0:00
20070719X00962 ,5/19/2022 0:00
20070726X01029 ,5/14/2022 0:00
20070829X01268 ,5/15/2022 0:00
20070828X01252 ,5/16/2022 0:00
20070720X00967 ,5/17/2022 0:00
20070730X01061 ,5/18/2022 0:00
20070806X01109 ,5/19/2022 0:00
20070727X01037 ,5/14/2022 0:00
20070730X01045 ,5/15/2022 0:00
20070730X01043 ,5/16/2022 0:00
20070803X01100 ,5/17/2022 0:00
20070801X01076 ,5/18/2022 0:00
20070720X00963 ,5/19/2022 0:00
20070828X01256 ,5/14/2022 0:00
20070911X01360 ,5/15/2022 0:00
20070806X01111 ,5/16/2022 0:00
20081003X63352 ,5/17/2022 0:00
20070820X01207 ,5/18/2022 0:00
20070809X01160 ,5/19/2022 0:00
20070820X01210 ,5/14/2022 0:00
20070712X00919 ,5/15/2022 0:00
20070803X01097 ,5/16/2022 0:00
20070730X01044 ,5/17/2022 0:00
20070713X00936 ,5/18/2022 0:00
20070721X00971 ,5/19/2022 0:00
20070718X00958 ,5/14/2022 0:00
20070717X00950 ,5/15/2022 0:00
20070723X00973 ,5/16/2022 0:00
20070820X01209 ,5/17/2022 0:00
20070829X01270 ,5/18/2022 0:00
20070815X01190 ,5/19/2022 0:00
20070716X00937 ,5/14/2022 0:00
20070710X00900 ,5/15/2022 0:00
20070711X00901 ,5/16/2022 0:00
20070711X00915 ,5/17/2022 0:00
20070801X01081 ,5/18/2022 0:00
20070808X01137 ,5/19/2022 0:00
20070716X00941 ,5/14/2022 0:00
20070716X00939 ,5/15/2022 0:00
20070723X00988 ,5/16/2022 0:00
20070813X01174 ,5/17/2022 0:00
20070718X00957 ,5/18/2022 0:00
20070807X01135 ,5/19/2022 0:00
20070720X00968 ,5/14/2022 0:00
20070712X00917 ,5/15/2022 0:00
20070718X00956 ,5/16/2022 0:00
20071106X01735 ,5/17/2022 0:00
20070908X01333 ,5/18/2022 0:00
20070904X01303 ,5/19/2022 0:00
20070831X01286 ,5/14/2022 0:00
20071130X01878 ,5/15/2022 0:00
20071129X01871 ,5/16/2022 0:00
20070815X01191 ,5/17/2022 0:00
20070808X01159 ,5/18/2022 0:00
20070919X01411 ,5/19/2022 0:00
20070717X00949 ,5/14/2022 0:00
20070723X00989 ,5/15/2022 0:00
20070711X00914 ,5/16/2022 0:00
20070730X01056 ,5/17/2022 0:00
20070713X00935 ,5/18/2022 0:00
20070716X00943 ,5/19/2022 0:00
20070726X01019 ,5/14/2022 0:00
20070726X01021 ,5/15/2022 0:00
20070723X00976 ,5/16/2022 0:00
20070711X00913 ,5/17/2022 0:00
20070711X00903 ,5/18/2022 0:00
20070711X00910 ,5/19/2022 0:00
20070711X00911 ,5/14/2022 0:00
20070808X01157 ,5/15/2022 0:00
20070808X01158 ,5/16/2022 0:00
20070807X01134 ,5/17/2022 0:00
20070716X00944 ,5/18/2022 0:00
20070725X01015 ,5/19/2022 0:00
20070723X00975 ,5/14/2022 0:00
20070905X01315 ,5/15/2022 0:00
20070810X01170 ,5/16/2022 0:00
20070820X01206 ,5/17/2022 0:00
20070808X01156 ,5/18/2022 0:00
20070808X01136 ,5/19/2022 0:00
20070711X00909 ,5/14/2022 0:00
20070723X01000 ,5/15/2022 0:00
20070713X00933 ,5/16/2022 0:00
20070808X01154 ,5/17/2022 0:00
20070807X01125 ,5/18/2022 0:00
20070828X01258 ,5/19/2022 0:00
20070713X00934 ,5/14/2022 0:00
20070716X00938 ,5/15/2022 0:00
20080721X01086 ,5/16/2022 0:00
20070804X01105 ,5/17/2022 0:00
20070901X01291 ,5/18/2022 0:00
20070907X01328 ,5/19/2022 0:00
20070817X01202 ,5/14/2022 0:00
20070908X01334 ,5/15/2022 0:00
20070829X01266 ,5/16/2022 0:00
20070828X01254 ,5/17/2022 0:00
20070829X01264 ,5/18/2022 0:00
20070727X01032 ,5/19/2022 0:00
20070709X00893 ,5/14/2022 0:00
20070718X00954 ,5/15/2022 0:00
20080205X00139 ,5/16/2022 0:00
20070719X00961 ,5/17/2022 0:00
20070731X01065 ,5/18/2022 0:00
20070723X01004 ,5/19/2022 0:00
20070711X00907 ,5/14/2022 0:00
20071018X01621 ,5/15/2022 0:00
20071011X01544 ,5/16/2022 0:00
20070723X01001 ,5/17/2022 0:00
20070727X01031 ,5/18/2022 0:00
20070724X01007 ,5/19/2022 0:00
20070711X00904 ,5/14/2022 0:00
20070813X01176 ,5/15/2022 0:00
20070703X00865 ,5/16/2022 0:00
20070716X00940 ,5/17/2022 0:00
20070703X00868 ,5/18/2022 0:00
20070703X00864 ,5/19/2022 0:00
20070703X00858 ,5/14/2022 0:00
20070703X00859 ,5/15/2022 0:00
20070705X00878 ,5/16/2022 0:00
20070724X01009 ,5/17/2022 0:00
20070703X00861 ,5/18/2022 0:00
20070817X01203 ,5/19/2022 0:00
20070827X01245 ,5/14/2022 0:00
20070909X01343 ,5/15/2022 0:00
20070926X01446 ,5/16/2022 0:00
20070705X00879 ,5/17/2022 0:00
20070720X00966 ,5/18/2022 0:00
20070910X01353 ,5/19/2022 0:00
20070702X00852 ,5/14/2022 0:00
20070723X00984 ,5/15/2022 0:00
20070709X00892 ,5/16/2022 0:00
20070726X01022 ,5/17/2022 0:00
20070730X01059 ,5/18/2022 0:00
20070723X00995 ,5/19/2022 0:00
20070712X00922 ,5/14/2022 0:00
20070807X01129 ,5/15/2022 0:00
20070829X01265 ,5/16/2022 0:00
20070712X00924 ,5/17/2022 0:00
20070723X01003 ,5/18/2022 0:00
20070723X01005 ,5/19/2022 0:00
20070723X00998 ,5/14/2022 0:00
20070628X00835 ,5/15/2022 0:00
20070627X00818 ,5/16/2022 0:00
20070628X00834 ,5/17/2022 0:00
20070703X00873 ,5/18/2022 0:00
20070628X00844 ,5/19/2022 0:00
20070625X00789 ,5/14/2022 0:00
20070723X01002 ,5/15/2022 0:00
20070717X00952 ,5/16/2022 0:00
20070727X01035 ,5/17/2022 0:00
20070703X00856 ,5/18/2022 0:00
20070709X00891 ,5/19/2022 0:00
20070802X01087 ,5/14/2022 0:00
20070801X01079 ,5/15/2022 0:00
20070928X01475 ,5/16/2022 0:00
20070725X01014 ,5/17/2022 0:00
20070723X00980 ,5/18/2022 0:00
20070724X01006 ,5/19/2022 0:00
20070808X01155 ,5/14/2022 0:00
20070626X00801 ,5/15/2022 0:00
20070703X00872 ,5/16/2022 0:00
20070625X00793 ,5/17/2022 0:00
20070628X00822 ,5/18/2022 0:00
20070628X00836 ,5/19/2022 0:00
20070723X00992 ,5/14/2022 0:00
20070727X01030 ,5/15/2022 0:00
20070730X01058 ,5/16/2022 0:00
20070628X00837 ,5/17/2022 0:00
20070718X00953 ,5/18/2022 0:00
20070705X00875 ,5/19/2022 0:00
20070920X01424 ,5/14/2022 0:00
20070712X00923 ,5/15/2022 0:00
20070725X01016 ,5/16/2022 0:00
20070725X01013 ,5/17/2022 0:00
20070705X00876 ,5/18/2022 0:00
20070717X00951 ,5/19/2022 0:00
20070703X00854 ,5/14/2022 0:00
20070712X00921 ,5/15/2022 0:00
20070626X00812 ,5/16/2022 0:00
20070629X00850 ,5/17/2022 0:00
20070625X00788 ,5/18/2022 0:00
20070625X00798 ,5/19/2022 0:00
20070625X00787 ,5/14/2022 0:00
20070626X00809 ,5/15/2022 0:00
20070927X01459 ,5/16/2022 0:00
20070625X00799 ,5/17/2022 0:00
20070626X00811 ,5/18/2022 0:00
20070703X00855 ,5/19/2022 0:00
20070716X00942 ,5/14/2022 0:00
20070705X00874 ,5/15/2022 0:00
20070723X00978 ,5/16/2022 0:00
20070730X01057 ,5/17/2022 0:00
20070730X01054 ,5/18/2022 0:00
20070711X00916 ,5/19/2022 0:00
20070807X01131 ,5/14/2022 0:00
20070626X00813 ,5/15/2022 0:00
20070626X00807 ,5/16/2022 0:00
20070703X00871 ,5/17/2022 0:00
20070703X00869 ,5/18/2022 0:00
20070622X00777 ,5/19/2022 0:00
20070713X00932 ,5/14/2022 0:00
20070625X00791 ,5/15/2022 0:00
20070806X01112 ,5/16/2022 0:00
20070618X00759 ,5/17/2022 0:00
20070702X00851 ,5/18/2022 0:00
20070730X01053 ,5/19/2022 0:00
20070730X01049 ,5/14/2022 0:00
20070723X00979 ,5/15/2022 0:00
20070723X00994 ,5/16/2022 0:00
20070723X00999 ,5/17/2022 0:00
20070711X00908 ,5/18/2022 0:00
20070718X00955 ,5/19/2022 0:00
20070629X00848 ,5/14/2022 0:00
20070730X01042 ,5/15/2022 0:00
20070628X00826 ,5/16/2022 0:00
20070627X00820 ,5/17/2022 0:00
20081003X62955 ,5/18/2022 0:00
20070828X01255 ,5/19/2022 0:00
20070625X00792 ,5/14/2022 0:00
20070621X00768 ,5/15/2022 0:00
20070723X00993 ,5/16/2022 0:00
20070716X00945 ,5/17/2022 0:00
20070717X00947 ,5/18/2022 0:00
20070706X00890 ,5/19/2022 0:00
20070712X00931 ,5/14/2022 0:00
20070723X00991 ,5/15/2022 0:00
20070625X00797 ,5/16/2022 0:00
20070622X00776 ,5/17/2022 0:00
20070614X00730 ,5/18/2022 0:00
20070703X00863 ,5/19/2022 0:00
20070717X00948 ,5/14/2022 0:00
20070807X01133 ,5/15/2022 0:00
20070621X00771 ,5/16/2022 0:00
20070627X00819 ,5/17/2022 0:00
20070712X00929 ,5/18/2022 0:00
20070621X00770 ,5/19/2022 0:00
20070628X00831 ,5/14/2022 0:00
20070703X00866 ,5/15/2022 0:00
20070723X00987 ,5/16/2022 0:00
20070619X00762 ,5/17/2022 0:00
20070703X00860 ,5/18/2022 0:00
20070627X00816 ,5/19/2022 0:00
20070726X01023 ,5/14/2022 0:00
20070807X01132 ,5/15/2022 0:00
20070807X01126 ,5/16/2022 0:00
20070730X01055 ,5/17/2022 0:00
20070723X00996 ,5/18/2022 0:00
20070711X00902 ,5/19/2022 0:00
20070712X00928 ,5/14/2022 0:00
20070628X00839 ,5/15/2022 0:00
20070622X00783 ,5/16/2022 0:00
20070723X00985 ,5/17/2022 0:00
20070723X00986 ,5/18/2022 0:00
20080207X00151 ,5/19/2022 0:00
20070910X01350 ,5/14/2022 0:00
20070616X00749 ,5/15/2022 0:00
20070910X01352 ,5/16/2022 0:00
20070628X00843 ,5/17/2022 0:00
20070801X01083 ,5/18/2022 0:00
20070628X00829 ,5/19/2022 0:00
20070629X00847 ,5/14/2022 0:00
20070723X00997 ,5/15/2022 0:00
20070726X01024 ,5/16/2022 0:00
20070806X01122 ,5/17/2022 0:00
20070808X01138 ,5/18/2022 0:00
20070621X00767 ,5/19/2022 0:00
20070616X00747 ,5/14/2022 0:00
20070614X00728 ,5/15/2022 0:00
20070703X00862 ,5/16/2022 0:00
20070614X00721 ,5/17/2022 0:00
20070626X00810 ,5/18/2022 0:00
20070719X00960 ,5/19/2022 0:00
20070618X00758 ,5/14/2022 0:00
20070726X01020 ,5/15/2022 0:00
20070712X00930 ,5/16/2022 0:00
20070614X00726 ,5/17/2022 0:00
20070613X00717 ,5/18/2022 0:00
20080808X01188 ,5/19/2022 0:00
20070613X00718 ,5/14/2022 0:00
20070614X00725 ,5/15/2022 0:00
20070612X00713 ,5/16/2022 0:00
20081219X65334 ,5/17/2022 0:00
20070712X00927 ,5/18/2022 0:00
20070712X00925 ,5/19/2022 0:00
20070712X00926 ,5/14/2022 0:00
20070710X00899 ,5/15/2022 0:00
20070611X00705 ,5/16/2022 0:00
20070611X00709 ,5/17/2022 0:00
20070614X00724 ,5/18/2022 0:00
20071026X01665 ,5/19/2022 0:00
20070607X00691 ,5/14/2022 0:00
20070721X00972 ,5/15/2022 0:00
20071109X01778 ,5/16/2022 0:00
20070710X00898 ,5/17/2022 0:00
20070626X00802 ,5/18/2022 0:00
20070624X00784 ,5/19/2022 0:00
20070628X00823 ,5/14/2022 0:00
20070626X00808 ,5/15/2022 0:00
20070723X00974 ,5/16/2022 0:00
20070629X00846 ,5/17/2022 0:00
20070628X00840 ,5/18/2022 0:00
20070628X00841 ,5/19/2022 0:00
20070625X00794 ,5/14/2022 0:00
20070710X00897 ,5/15/2022 0:00
20070705X00888 ,5/16/2022 0:00
20070705X00889 ,5/17/2022 0:00
20070626X00805 ,5/18/2022 0:00
20070608X00696 ,5/19/2022 0:00
20070608X00700 ,5/14/2022 0:00
20070712X00918 ,5/15/2022 0:00
20070608X00699 ,5/16/2022 0:00
20070531X00674 ,5/17/2022 0:00
20070531X00675 ,5/18/2022 0:00
20070703X00857 ,5/19/2022 0:00
20080321X00350 ,5/14/2022 0:00
20070828X01260 ,5/15/2022 0:00
20070617X00755 ,5/16/2022 0:00
20070621X00769 ,5/17/2022 0:00
20070703X00853 ,5/18/2022 0:00
20070619X00760 ,5/19/2022 0:00
20070618X00757 ,5/14/2022 0:00
20070711X00906 ,5/15/2022 0:00
20070612X00714 ,5/16/2022 0:00
20070612X00715 ,5/17/2022 0:00
20070612X00716 ,5/18/2022 0:00
20070605X00677 ,5/19/2022 0:00
20070530X00654 ,5/14/2022 0:00
20070806X01120 ,5/15/2022 0:00
20070614X00729 ,5/16/2022 0:00
20070727X01034 ,5/17/2022 0:00
20070807X01130 ,5/18/2022 0:00
20070711X00905 ,5/19/2022 0:00
20070625X00795 ,5/14/2022 0:00
20070625X00796 ,5/15/2022 0:00
20070627X00814 ,5/16/2022 0:00
20070610X00701 ,5/17/2022 0:00
20070531X00672 ,5/18/2022 0:00
20070607X00692 ,5/19/2022 0:00
20070606X00684 ,5/14/2022 0:00
20070622X00782 ,5/15/2022 0:00
20070718X00959 ,5/16/2022 0:00
20071108X01758 ,5/17/2022 0:00
20070626X00806 ,5/18/2022 0:00
20070629X00845 ,5/19/2022 0:00
20070613X00719 ,5/14/2022 0:00
20070607X00690 ,5/15/2022 0:00
20070529X00645 ,5/16/2022 0:00
20090421X25414 ,5/17/2022 0:00
20070624X00785 ,5/18/2022 0:00
20070611X00710 ,5/19/2022 0:00
20070525X00643 ,5/14/2022 0:00
20070724X01008 ,5/15/2022 0:00
20070530X00648 ,5/16/2022 0:00
20070709X00894 ,5/17/2022 0:00
20070730X01047 ,5/18/2022 0:00
20070730X01048 ,5/19/2022 0:00
20070615X00735 ,5/14/2022 0:00
20070530X00664 ,5/15/2022 0:00
20070627X00815 ,5/16/2022 0:00
20070924X01435 ,5/17/2022 0:00
20070828X01253 ,5/18/2022 0:00
20070522X00610 ,5/19/2022 0:00
20070608X00697 ,5/14/2022 0:00
20070530X00656 ,5/15/2022 0:00
20070626X00800 ,5/16/2022 0:00
20070626X00804 ,5/17/2022 0:00
20070709X00895 ,5/18/2022 0:00
20070621X00772 ,5/19/2022 0:00
20070530X00663 ,5/14/2022 0:00
20070703X00870 ,5/15/2022 0:00
20070522X00613 ,5/16/2022 0:00
20070522X00614 ,5/17/2022 0:00
20070615X00732 ,5/18/2022 0:00
20070901X01290 ,5/19/2022 0:00
20070601X00676 ,5/14/2022 0:00
20070615X00734 ,5/15/2022 0:00
20070616X00743 ,5/16/2022 0:00
20070616X00750 ,5/17/2022 0:00
20070608X00698 ,5/18/2022 0:00
20070608X00695 ,5/19/2022 0:00
20070531X00671 ,5/14/2022 0:00
20070615X00740 ,5/15/2022 0:00
20070616X00748 ,5/16/2022 0:00
20070530X00665 ,5/17/2022 0:00
20070621X00775 ,5/18/2022 0:00
20070525X00640 ,5/19/2022 0:00
20070606X00685 ,5/14/2022 0:00
20070617X00751 ,5/15/2022 0:00
20070606X00689 ,5/16/2022 0:00
20070626X00803 ,5/17/2022 0:00
20070518X00582 ,5/18/2022 0:00
20070515X00568 ,5/19/2022 0:00
20070615X00737 ,5/14/2022 0:00
20070605X00681 ,5/15/2022 0:00
20070515X00569 ,5/16/2022 0:00
20070523X00624 ,5/17/2022 0:00
20070522X00611 ,5/18/2022 0:00
20070522X00612 ,5/19/2022 0:00
20070517X00580 ,5/14/2022 0:00
20070628X00833 ,5/15/2022 0:00
20070517X00576 ,5/16/2022 0:00
20070515X00566 ,5/17/2022 0:00
20070619X00761 ,5/18/2022 0:00
20070622X00781 ,5/19/2022 0:00
20070628X00832 ,5/14/2022 0:00
20070628X00830 ,5/15/2022 0:00
20070705X00886 ,5/16/2022 0:00
20070705X00883 ,5/17/2022 0:00
20070705X00884 ,5/18/2022 0:00
20070705X00885 ,5/19/2022 0:00
20070705X00881 ,5/14/2022 0:00
20070705X00882 ,5/15/2022 0:00
20070517X00579 ,5/16/2022 0:00
20070518X00594 ,5/17/2022 0:00
20070518X00587 ,5/18/2022 0:00
20070523X00623 ,5/19/2022 0:00
20070522X00618 ,5/14/2022 0:00
20070521X00599 ,5/15/2022 0:00
20070518X00592 ,5/16/2022 0:00
20070518X00593 ,5/17/2022 0:00
20070615X00736 ,5/18/2022 0:00
20070606X00686 ,5/19/2022 0:00
20070616X00742 ,5/14/2022 0:00
20070705X00880 ,5/15/2022 0:00
20070622X00780 ,5/16/2022 0:00
20070625X00790 ,5/17/2022 0:00
20070621X00774 ,5/18/2022 0:00
20070606X00687 ,5/19/2022 0:00
20070611X00706 ,5/14/2022 0:00
20070615X00733 ,5/15/2022 0:00
20070531X00667 ,5/16/2022 0:00
20070518X00596 ,5/17/2022 0:00
20070828X01251 ,5/18/2022 0:00
20070828X01250 ,5/19/2022 0:00
20070615X00731 ,5/14/2022 0:00
20070606X00683 ,5/15/2022 0:00
20070515X00567 ,5/16/2022 0:00
20070522X00600 ,5/17/2022 0:00
20070514X00556 ,5/18/2022 0:00
20070627X00817 ,5/19/2022 0:00
