AccidentNumber,Date,WeatherCondition,InjurySeverity,AircraftDamage,LocationID
 DFW08CA009 , 10/11/2007 , VMC , Non-Fatal , Substantial ,91205
 SEA08LA008 , 10/11/2007 , VMC , Non-Fatal , Substantial ,55470
 MIA08LA009 , 10/11/2007 , VMC , Non-Fatal , Substantial ,53922
 OPS08IA001 , 10/11/2007 , VMC , Incident ,  ,129138
 DCA08WA003 , 10/11/2007 ,  , Non-Fatal , Destroyed ,2034
 MIA08WA015 , 10/11/2007 , VMC , Incident , Substantial ,37286
 DFW08CA010 , 10/11/2007 , VMC , Non-Fatal , Substantial ,32818
 DFW08CA014 , 10/10/2007 , VMC , Non-Fatal , Substantial ,46695
 LAX08LA009 , 10/10/2007 , VMC , Non-Fatal , Substantial ,121598
 MIA08LA004 , 10/10/2007 , VMC , Non-Fatal , Substantial ,44039
 DEN08LA008 , 10/10/2007 , VMC , Non-Fatal , Substantial ,102733
 DEN08LA009 , 10/10/2007 , VMC , Non-Fatal , Substantial ,85600
 NYC08CA011 , 10/10/2007 , VMC , Non-Fatal , Substantial ,10833
 SEA08CA009 , 10/10/2007 , VMC , Non-Fatal , Substantial ,81553
 SEA08LA007 , 10/10/2007 , VMC , Non-Fatal , Substantial ,24745
 CHI08IA026 , 10/09/2007 , VMC , Incident , Minor ,58871
 CHI08TA014 , 10/09/2007 , VMC , Non-Fatal , Substantial ,68900
 DEN08LA006 , 10/09/2007 , VMC , Non-Fatal , Substantial ,31952
 DEN08LA007 , 10/09/2007 , VMC , Non-Fatal , Substantial ,98758
 DEN08LA005 , 10/09/2007 , VMC , Non-Fatal ,  ,59963
 DEN08LA012 , 10/09/2007 , VMC , Non-Fatal , Substantial ,38236
 LAX08LA008 , 10/09/2007 , VMC , Non-Fatal , Substantial ,43811
 CHI08LA006 , 10/08/2007 ,  , Fatal(1) , Substantial ,58215
 DEN08LA004 , 10/08/2007 , VMC , Fatal(1) , Substantial ,88293
 CHI08CA007 , 10/08/2007 , VMC , Non-Fatal , Substantial ,37225
 NYC08CA010 , 10/08/2007 , VMC , Non-Fatal , Substantial ,43935
 DFW08FA004 , 10/07/2007 , VMC , Fatal(2) , Destroyed ,48899
 CHI08CA009 , 10/07/2007 , VMC , Non-Fatal , Substantial ,99082
 SEA08FA006 , 10/07/2007 , VMC , Fatal(2) , Substantial ,75859
 ANC08LA003 , 10/07/2007 , VMC , Non-Fatal , Substantial ,85109
 DCA08WA002 , 10/07/2007 , VMC , Fatal(2) , Destroyed ,118135
 NYC08LA007 , 10/07/2007 , VMC , Non-Fatal , Destroyed ,89169
 LAX08MA007 , 10/07/2007 , IMC , Fatal(10) , Destroyed ,4988
 LAX08CA006 , 10/07/2007 , VMC , Non-Fatal , Substantial ,81441
 ANC08CA001 , 10/07/2007 , VMC , Non-Fatal , Substantial ,37707
 CHI08CA012 , 10/07/2007 , VMC , Non-Fatal , Substantial ,94317
 NYC08LA009 , 10/07/2007 , VMC , Non-Fatal , Substantial ,42242
 DFW08CA005 , 10/07/2007 , VMC , Non-Fatal , Substantial ,8085
 ANC08CA002 , 10/07/2007 , VMC , Non-Fatal , Substantial ,42926
 LAX08CA017 , 10/07/2007 , VMC , Non-Fatal , Substantial ,114663
 NYC08CA006 , 10/07/2007 , VMC , Non-Fatal , Substantial ,63597
 NYC08LA008 , 10/07/2007 , IMC , Fatal(1) , Destroyed ,78220
 LAX08CA003 , 10/06/2007 , VMC , Non-Fatal , Substantial ,2902
 DFW08CA003 , 10/06/2007 , VMC , Non-Fatal , Substantial ,71673
 LAX08LA004A , 10/06/2007 , VMC , Non-Fatal , Minor ,128042
 LAX08LA004B , 10/06/2007 , VMC , Non-Fatal , Substantial ,53847
 NYC08LA005 , 10/06/2007 , VMC , Fatal(1) , Substantial ,42369
 LAX08LA005 , 10/06/2007 , VMC , Non-Fatal , Substantial ,110474
 MIA08LA002 , 10/06/2007 , VMC , Fatal(1) , Substantial ,17284
 CHI08CA010 , 10/06/2007 , VMC , Non-Fatal , Substantial ,69457
 DFW08CA008 , 10/06/2007 , VMC , Non-Fatal , Substantial ,83974
 DFW08IA002 , 10/06/2007 , VMC , Incident , Minor ,107761
 CHI08CA015 , 10/05/2007 , VMC , Non-Fatal , Substantial ,37834
 LAX08FA002 , 10/05/2007 , IMC , Fatal(1) , Substantial ,25904
 MIA08FA003 , 10/05/2007 , VMC , Fatal(1) , Substantial ,73190
 CHI08CA001 , 10/05/2007 , VMC , Non-Fatal , Substantial ,70160
 NYC08LA004 , 10/05/2007 , VMC , Non-Fatal , Substantial ,126642
 DEN08CA002 , 10/04/2007 , VMC , Non-Fatal , Substantial ,76228
 CHI08CA004 , 10/04/2007 , VMC , Non-Fatal , Substantial ,18983
 NYC08CA003 , 10/04/2007 , VMC , Non-Fatal , Substantial ,42803
 ANC08TA006 , 10/04/2007 , VMC , Non-Fatal , Substantial ,65527
 CHI08CA005 , 10/04/2007 , VMC , Non-Fatal , Substantial ,5441
 CHI08CA013 , 10/04/2007 , VMC , Non-Fatal , Substantial ,18473
 DFW08LA001 , 10/04/2007 , VMC , Non-Fatal , Substantial ,98337
 DEN08FA003 , 10/04/2007 , IMC , Fatal(3) , Destroyed ,68782
 ENG08WA007 , 10/04/2007 ,  , Incident , Minor ,98247
 SEA08FA005 , 10/03/2007 , VMC , Fatal(1) , Substantial ,67119
 MIA08FA001 , 10/03/2007 , VMC , Fatal(2) , Destroyed ,91319
 CHI08CA002 , 10/03/2007 , VMC , Non-Fatal , Substantial ,111275
 NYC08CA002 , 10/03/2007 , VMC , Non-Fatal , Substantial ,60787
 SEA08CA004 , 10/03/2007 , VMC , Non-Fatal , Substantial ,65894
 NYC08LA001 , 10/03/2007 , VMC , Fatal(1) , Destroyed ,67702
 DEN08CA001 , 10/02/2007 , VMC , Non-Fatal , Minor ,55982
 SEA08CA002 , 10/02/2007 , VMC , Non-Fatal , Substantial ,38230
 SEA08LA001 , 10/02/2007 , VMC , Non-Fatal , Substantial ,48253
 DFW08CA006 , 10/01/2007 , VMC , Non-Fatal , Substantial ,89431
 NYC07CA242 , 09/30/2007 , VMC , Non-Fatal , Substantial ,117314
 LAX07CA288 , 09/30/2007 , VMC , Non-Fatal , Substantial ,14155
 DEN07LA166 , 09/30/2007 , VMC , Non-Fatal , Substantial ,123078
 NYC07LA244 , 09/30/2007 , VMC , Non-Fatal , Substantial ,50137
 NYC07LA243 , 09/30/2007 , VMC , Non-Fatal , Substantial ,41799
 DFW07IA212 , 09/30/2007 , VMC , Incident , Minor ,47037
 CHI07LA309 , 09/30/2007 , VMC , Non-Fatal , Destroyed ,115397
 ANC07FA109 , 09/30/2007 , VMC , Fatal(4) , Substantial ,35221
 LAX07CA285 , 09/30/2007 , VMC , Non-Fatal , Substantial ,52892
 LAX07CA286 , 09/30/2007 , VMC , Non-Fatal , Substantial ,90041
 CHI07CA315 , 09/30/2007 , VMC , Non-Fatal , Substantial ,26751
 CHI07CA308 , 09/29/2007 , VMC , Non-Fatal , Substantial ,66071
 MIA07WA153 , 09/29/2007 , VMC , Non-Fatal , Substantial ,33552
 CHI08CA011 , 09/29/2007 , VMC , Non-Fatal , Substantial ,107354
 ATL07LA131 , 09/29/2007 , VMC , Non-Fatal , Substantial ,83598
 CHI07LA312 , 09/29/2007 , VMC , Non-Fatal , Substantial ,117725
 DEN07LA167 , 09/29/2007 , VMC , Non-Fatal , Substantial ,34210
 LAX07CA283 , 09/29/2007 , VMC , Non-Fatal , Substantial ,129245
 LAX07CA282 , 09/29/2007 , VMC , Non-Fatal , Substantial ,16810
 CHI07CA311 , 09/29/2007 , VMC , Non-Fatal , Substantial ,88356
 NYC07LA241 , 09/29/2007 , VMC , Non-Fatal , Substantial ,3875
 DFW07CA211 , 09/29/2007 , VMC , Non-Fatal , Substantial ,4749
 DFW07CA209 , 09/28/2007 , IMC , Non-Fatal , Substantial ,9559
 DFW07CA210 , 09/28/2007 , VMC , Non-Fatal , Substantial ,112110
 ATL07LA130 , 09/28/2007 , VMC , Non-Fatal , Substantial ,114915
 DCA07MA310 , 09/28/2007 , VMC , Non-Fatal , Substantial ,66011
 ANC07LA108 , 09/27/2007 , VMC , Non-Fatal , Substantial ,60450
 LAX07LA281 , 09/27/2007 , VMC , Non-Fatal , Substantial ,129469
 CHI07FA305 , 09/26/2007 , VMC , Fatal(1) , Destroyed ,62153
 CHI07CA306 , 09/26/2007 , VMC , Non-Fatal , Substantial ,39499
 DCA07WA064 , 09/26/2007 , VMC , Fatal(2) , Destroyed ,19091
 MIA07LA158 , 09/26/2007 , VMC , Non-Fatal , Substantial ,48260
 SEA07CA273 , 09/25/2007 , VMC , Non-Fatal , Substantial ,96830
 SEA07CA271 , 09/25/2007 , VMC , Non-Fatal , Substantial ,126561
 SEA07CA274 , 09/25/2007 , VMC , Non-Fatal , Substantial ,69098
 NYC07CA239 , 09/25/2007 , VMC , Non-Fatal , Substantial ,89178
 MIA07LA157 , 09/25/2007 , VMC , Non-Fatal , Substantial ,48501
 DFW07LA207 , 09/25/2007 , VMC , Non-Fatal , Substantial ,109465
 DEN07FA165 , 09/24/2007 , VMC , Fatal(1) , Destroyed ,62274
 LAX07CA287 , 09/23/2007 , VMC , Non-Fatal , Substantial ,98908
 DCA08WA004 , 09/23/2007 ,  , Incident ,  ,17357
 MIA07WA156 , 09/23/2007 , VMC , Non-Fatal , Substantial ,115331
 MIA07LA155 , 09/22/2007 , VMC , Fatal(1) , Substantial ,65150
 ANC07FA102 , 09/22/2007 , VMC , Fatal(1) , Substantial ,42257
 CHI07CA303 , 09/22/2007 , VMC , Non-Fatal , Substantial ,116136
 CHI07CA304 , 09/22/2007 , VMC , Non-Fatal , Substantial ,36244
 NYC07CA236 , 09/22/2007 , VMC , Non-Fatal , Substantial ,109049
 ANC07CA107 , 09/22/2007 , VMC , Non-Fatal , Substantial ,111496
 ATL07LA129 , 09/22/2007 , VMC , Fatal(1) , Destroyed ,8105
 DEN08IA030 , 09/22/2007 , VMC , Incident ,  ,19478
 ANC07LA104 , 09/21/2007 , VMC , Non-Fatal , Substantial ,79579
 ANC07LA106 , 09/21/2007 , VMC , Non-Fatal , Substantial ,26935
 SEA07LA270 , 09/21/2007 , VMC , Non-Fatal , Substantial ,81010
 SEA07CA269 , 09/21/2007 , VMC , Non-Fatal , Substantial ,32348
 MIA07FA154 , 09/21/2007 , IMC , Fatal(1) , Destroyed ,122747
 ANC07CA105 , 09/21/2007 , VMC , Non-Fatal , Substantial ,88118
 NYC07CA235 , 09/21/2007 , VMC , Non-Fatal , Substantial ,5622
 NYC07FA234 , 09/21/2007 , VMC , Non-Fatal , Destroyed ,97335
 NYC07LA233 , 09/21/2007 , VMC , Fatal(1) , Substantial ,72995
 DCA08WA001 , 09/20/2007 ,  , Non-Fatal , Substantial ,21707
 DEN07CA162 , 09/20/2007 , VMC , Non-Fatal , Substantial ,120201
 SEA07CA272 , 09/20/2007 , VMC , Non-Fatal , Substantial ,42929
 SEA07CA267 , 09/20/2007 , VMC , Non-Fatal , Substantial ,117511
 NYC07CA238 , 09/20/2007 , VMC , Non-Fatal , Substantial ,125569
 DEN07CA161 , 09/20/2007 , VMC , Non-Fatal , Substantial ,128566
 DEN07CA163 , 09/20/2007 , VMC , Non-Fatal ,  ,16040
 ANC07FA103 , 09/20/2007 , VMC , Fatal(1) , Substantial ,27289
 CHI07LA302 , 09/20/2007 , VMC , Non-Fatal , Substantial ,61198
 SEA07LA266 , 09/19/2007 , VMC , Non-Fatal , Substantial ,120723
 ATL07LA128 , 09/19/2007 , VMC , Non-Fatal , Substantial ,73793
 CHI07LA307 , 09/19/2007 , VMC , Non-Fatal , Substantial ,36093
 NYC07LA237 , 09/19/2007 , VMC , Non-Fatal , Substantial ,66777
 NYC07CA240 , 09/18/2007 , VMC , Non-Fatal , Substantial ,91068
 ANC07CA101 , 09/18/2007 , VMC , Non-Fatal , Substantial ,120574
 SEA07CA265 , 09/18/2007 , VMC , Non-Fatal , Substantial ,30294
 LAX07LA280 , 09/17/2007 , VMC , Non-Fatal , Substantial ,99081
 MIA07LA152 , 09/17/2007 , VMC , Non-Fatal , Substantial ,12094
 LAX07TA277 , 09/17/2007 , VMC , Non-Fatal , Substantial ,11849
 NYC07LA232 , 09/17/2007 , VMC , Non-Fatal , Substantial ,2671
 DFW07CA200 , 09/16/2007 , VMC , Non-Fatal , Substantial ,55140
 CHI07CA314 , 09/16/2007 , VMC , Non-Fatal , Substantial ,75362
 DFW07CA202 , 09/16/2007 , VMC , Non-Fatal , Substantial ,5763
 DFW07CA201 , 09/16/2007 , VMC , Non-Fatal , Minor ,12659
 CHI07CA300 , 09/16/2007 , VMC , Non-Fatal , Substantial ,21207
 LAX07CA276 , 09/16/2007 , VMC , Non-Fatal , Substantial ,45421
 NYC07CA230 , 09/16/2007 , VMC , Non-Fatal , Substantial ,51952
 CHI07WA301 , 09/16/2007 ,  , Unavailable , Substantial ,80873
 DCA07RA063 , 09/16/2007 , IMC , Fatal(89) , Destroyed ,119054
 DEN07WA164 , 09/16/2007 , IMC , Fatal(2) , Destroyed ,128651
 DFW07LA199 , 09/15/2007 , VMC , Fatal(1) , Destroyed ,65790
 NYC07LA245 , 09/15/2007 , VMC , Non-Fatal , Substantial ,71834
 NYC07FA228 , 09/15/2007 , VMC , Fatal(1) , Substantial ,94138
 DEN07FA158 , 09/15/2007 , VMC , Fatal(2) , Substantial ,5255
 DFW07LA203 , 09/14/2007 , VMC , Non-Fatal , Substantial ,115771
 LAX07LA274 , 09/14/2007 , VMC , Non-Fatal , Substantial ,73967
 NYC07LA227 , 09/14/2007 , VMC , Non-Fatal , Substantial ,32801
 LAX07CA275 , 09/14/2007 , VMC , Non-Fatal , Substantial ,36503
 SEA07FA264A , 09/14/2007 , VMC , Fatal(1) , Substantial ,63315
 SEA07FA264B , 09/14/2007 , VMC , Fatal(1) , Destroyed ,51581
 LAX07CA273 , 09/14/2007 , VMC , Non-Fatal , Substantial ,77979
 NYC07LA229 , 09/14/2007 , IMC , Non-Fatal , Substantial ,117451
 LAX07LA278 , 09/14/2007 , VMC , Non-Fatal , Substantial ,58912
 DFW07WA205 , 09/14/2007 ,  , Non-Fatal , Substantial ,11244
 NYC07FA226 , 09/13/2007 , IMC , Fatal(1) , Destroyed ,122058
 NYC07CA224 , 09/13/2007 , VMC , Non-Fatal , Substantial ,6133
 CHI07CA313 , 09/13/2007 , VMC , Non-Fatal , Substantial ,63668
 NYC07CA225 , 09/13/2007 , VMC , Non-Fatal , Substantial ,73903
 CHI07CA299 , 09/13/2007 , VMC , Non-Fatal , Destroyed ,104087
 SEA07CA261 , 09/13/2007 , VMC , Non-Fatal , Substantial ,9170
 OPS07IA010 , 09/13/2007 , VMC , Incident ,  ,105685
 SEA07FA262 , 09/13/2007 , IMC , Fatal(3) , Destroyed ,115282
 SEA07FA263 , 09/13/2007 , VMC , Fatal(1) , Substantial ,16311
 DEN07LA155 , 09/12/2007 , VMC , Non-Fatal , Substantial ,77671
 DFW07FA198 , 09/12/2007 , VMC , Fatal(2) , Destroyed ,19381
 SEA07FA246 , 09/12/2007 , VMC , Fatal(2) , Substantial ,94026
 DEN07FA157 , 09/12/2007 , VMC , Non-Fatal , Substantial ,122163
 SEA07CA260 , 09/12/2007 , VMC , Non-Fatal , Substantial ,7179
 CHI07CA298 , 09/12/2007 , VMC , Non-Fatal , Substantial ,20625
 MIA07CA151 , 09/12/2007 , VMC , Non-Fatal , Substantial ,124273
 CHI07CA297 , 09/12/2007 , VMC , Non-Fatal , Substantial ,1600
 LAX07CA279 , 09/12/2007 , VMC , Non-Fatal , Substantial ,23359
 NYC07CA231 , 09/12/2007 , VMC , Non-Fatal , Substantial ,80613
 DFW07LA197 , 09/12/2007 , VMC , Non-Fatal , Substantial ,45303
 ATL07CA126 , 09/12/2007 , VMC , Non-Fatal , Substantial ,21580
 LAX07FA272 , 09/11/2007 , VMC , Fatal(1) , Substantial ,65318
 NYC07CA222 , 09/11/2007 , VMC , Non-Fatal , Substantial ,52768
 MIA07WA150 , 09/11/2007 , VMC , Non-Fatal , Substantial ,49507
 SEA07CA268 , 09/11/2007 , VMC , Non-Fatal , Substantial ,121964
 CHI07CA296 , 09/11/2007 , VMC , Non-Fatal , Substantial ,63942
 SEA07CA256 , 09/11/2007 , VMC , Non-Fatal , Destroyed ,81471
 SEA07CA258 , 09/11/2007 , VMC , Non-Fatal , Substantial ,54997
 ANC07LA099 , 09/11/2007 , VMC , Non-Fatal , Substantial ,59017
 MIA07FA147 , 09/11/2007 , VMC , Fatal(2) , Substantial ,112287
 SEA07LA259 , 09/11/2007 , VMC , Fatal(1) , Substantial ,97003
 DEN07LA156 , 09/10/2007 , VMC , Non-Fatal , Substantial ,102913
 ANC07CA097 , 09/10/2007 , VMC , Non-Fatal , Substantial ,21546
 MIA07CA144 , 09/09/2007 , VMC , Non-Fatal , Substantial ,121044
 LAX07CA271 , 09/09/2007 , VMC , Non-Fatal , Substantial ,126814
 DCA08WA009 , 09/09/2007 ,  , Fatal(2) , Destroyed ,1936
 DEN07WA159 , 09/08/2007 , VMC , Fatal(2) , Substantial ,17630
 LAX07CA269 , 09/08/2007 , VMC , Non-Fatal , Substantial ,82979
 MIA07CA143 , 09/08/2007 , VMC , Non-Fatal , Substantial ,9557
 NYC07CA223 , 09/08/2007 , VMC , Non-Fatal , Substantial ,76350
 SEA07LA255 , 09/08/2007 , VMC , Non-Fatal , Substantial ,94609
 LAX07LA270 , 09/08/2007 , VMC , Fatal(1) ,  ,86573
 ATL07FA125 , 09/08/2007 , VMC , Fatal(2) , Substantial ,38421
 DFW07CA195 , 09/08/2007 , VMC , Non-Fatal , Substantial ,12479
 NYC07CA220 , 09/08/2007 , VMC , Non-Fatal , Substantial ,108382
 DFW07IA204 , 09/08/2007 , VMC , Incident , Minor ,99249
 NYC07CA218 , 09/07/2007 , VMC , Non-Fatal , Substantial ,128013
 MIA07CA141 , 09/07/2007 , VMC , Non-Fatal , Substantial ,3468
 ANC07LA096 , 09/07/2007 , VMC , Non-Fatal , Substantial ,71012
 SEA07LA254 , 09/07/2007 , VMC , Non-Fatal , Substantial ,116293
 SEA07LA253 , 09/07/2007 , VMC , Non-Fatal , Substantial ,103164
 NYC07LA219 , 09/07/2007 , VMC , Fatal(1) , Destroyed ,29908
 CHI07CA295 , 09/07/2007 , VMC , Non-Fatal , Substantial ,37280
 SEA07WA275 , 09/07/2007 , VMC , Non-Fatal , Destroyed ,90266
 NYC07LA221 , 09/06/2007 , VMC , Non-Fatal , Substantial ,63145
 NYC07FA217 , 09/06/2007 , VMC , Fatal(3) , Destroyed ,113897
 ANC07CA098 , 09/06/2007 , VMC , Non-Fatal , Substantial ,80519
 MIA07CA142 , 09/06/2007 , VMC , Non-Fatal , Substantial ,107210
 MIA07LA148 , 09/05/2007 , VMC , Non-Fatal , Substantial ,48034
 MIA07LA140 , 09/05/2007 , VMC , Non-Fatal , Substantial ,49907
 CHI07CA294 , 09/05/2007 , VMC , Non-Fatal , Substantial ,15360
 DEN07CA153 , 09/05/2007 , VMC , Non-Fatal , Substantial ,107856
 SEA07LA251 , 09/05/2007 , VMC , Non-Fatal , Substantial ,96716
 SEA07LA248 , 09/04/2007 , VMC , Non-Fatal , Substantial ,57625
 NYC07LA214 , 09/04/2007 , VMC , Non-Fatal , Substantial ,87442
 NYC07CA216 , 09/04/2007 , VMC , Non-Fatal , Substantial ,115872
 NYC07CA213 , 09/03/2007 , VMC , Non-Fatal , Substantial ,37667
 SEA07FA277 , 09/03/2007 , VMC , Fatal(1) , Destroyed ,102881
 NYC07CA211 , 09/03/2007 , VMC , Non-Fatal , Substantial ,107099
 LAX07CA266 , 09/03/2007 , VMC , Non-Fatal , Destroyed ,55791
 LAX07CA267 , 09/03/2007 , VMC , Non-Fatal , Substantial ,4388
 LAX07CA265 , 09/03/2007 , VMC , Non-Fatal , Substantial ,44731
 LAX07CA264 , 09/03/2007 , VMC , Non-Fatal , Substantial ,102620
 SEA07LA252 , 09/03/2007 , VMC , Non-Fatal , Substantial ,53749
 ANC07LA094 , 09/03/2007 , VMC , Non-Fatal , Substantial ,126263
 NYC07LA212 , 09/03/2007 , VMC , Fatal(2) , Destroyed ,18176
 CHI07FA290 , 09/03/2007 , VMC , Fatal(2) , Substantial ,121318
 ANC07TA093 , 09/03/2007 , VMC , Non-Fatal , Substantial ,120225
 CHI07FA286 , 09/03/2007 , VMC , Fatal(2) , Substantial ,60742
 NYC07LA210 , 09/02/2007 , VMC , Fatal(1) , Destroyed ,82016
 DEN07LA152 , 09/02/2007 , VMC , Non-Fatal , Substantial ,58490
 NYC07LA209A , 09/02/2007 , VMC , Non-Fatal , Substantial ,100263
 NYC07LA209B , 09/02/2007 , VMC , Non-Fatal , Substantial ,57121
 CHI07LA288 , 09/02/2007 , VMC , Fatal(1) , Destroyed ,15260
 DFW07LA191 , 09/02/2007 , VMC , Non-Fatal , Substantial ,97911
 SEA07LA276 , 09/02/2007 , VMC , Non-Fatal , Substantial ,115837
 CHI07CA292 , 09/02/2007 , VMC , Non-Fatal , Substantial ,28457
 MIA07CA139 , 09/02/2007 , VMC , Non-Fatal , Substantial ,104313
 NYC07LA208A , 09/02/2007 , VMC , Non-Fatal , Substantial ,39072
 NYC07LA208B , 09/02/2007 , VMC , Non-Fatal , Substantial ,128176
 MIA07FA137 , 09/01/2007 , VMC , Fatal(5) , Destroyed ,112243
 DFW07CA190 , 09/01/2007 , VMC , Non-Fatal , Substantial ,24065
 MIA07CA138 , 09/01/2007 , VMC , Non-Fatal , Substantial ,12170
 NYC07CA215 , 09/01/2007 , VMC , Fatal(1) , Substantial ,5803
 CHI07CA291 , 09/01/2007 , VMC , Non-Fatal , Destroyed ,17005
 LAX07CA260 , 09/01/2007 , VMC , Non-Fatal , Minor ,9072
 LAX07CA261 , 09/01/2007 , VMC , Non-Fatal , Substantial ,56156
 LAX07CA262 , 09/01/2007 , VMC , Non-Fatal , Substantial ,49879
 DFW07CA192 , 09/01/2007 , VMC , Non-Fatal , Substantial ,78234
 LAX07LA263 , 09/01/2007 , VMC , Non-Fatal , Destroyed ,23979
 ANC07LA095 , 09/01/2007 , VMC , Non-Fatal , Substantial ,113199
 NYC07LA207 , 09/01/2007 , VMC , Non-Fatal , Substantial ,73887
 SEA07LA250 , 08/31/2007 , VMC , Non-Fatal , Substantial ,68000
 SEA07FA247 , 08/31/2007 , VMC , Fatal(6) , Destroyed ,69413
 DEN07LA150 , 08/31/2007 , VMC , Non-Fatal , Substantial ,26761
 DEN07LA160 , 08/31/2007 , VMC , Non-Fatal , Substantial ,64701
 DEN07CA151 , 08/31/2007 , VMC , Non-Fatal , Substantial ,36377
 CHI07CA293 , 08/31/2007 , VMC , Non-Fatal , Substantial ,25233
 CHI07CA284 , 08/31/2007 , VMC , Non-Fatal , Substantial ,36416
 CHI07LA287 , 08/31/2007 , VMC , Non-Fatal , Substantial ,71469
 LAX07CA289 , 08/31/2007 , VMC , Non-Fatal , Substantial ,26626
 MIA07WA149 , 08/31/2007 , VMC , Non-Fatal , Substantial ,72406
 NYC07LA206 , 08/30/2007 , VMC , Non-Fatal , Substantial ,79582
 CHI07CA285 , 08/30/2007 , VMC , Non-Fatal , Substantial ,55969
 SEA07CA257 , 08/30/2007 , VMC , Non-Fatal , Substantial ,85246
 ATL07CA124 , 08/30/2007 , VMC , Non-Fatal , Substantial ,75174
 SEA07LA245 , 08/30/2007 , VMC , Non-Fatal , Substantial ,50505
 LAX07FA258 , 08/30/2007 , VMC , Fatal(2) , Substantial ,57856
 SEA07CA243 , 08/29/2007 , VMC , Non-Fatal , Substantial ,75346
 SEA07CA244 , 08/29/2007 , VMC , Non-Fatal , Substantial ,23259
 CHI07CA281 , 08/28/2007 , VMC , Non-Fatal , Substantial ,46011
 ATL07CA122 , 08/28/2007 , VMC , Non-Fatal , Substantial ,53413
 DEN07LA149 , 08/28/2007 , VMC , Non-Fatal , Substantial ,123560
 SEA07LA242 , 08/28/2007 , VMC , Non-Fatal , Substantial ,128777
 MIA07LA136 , 08/28/2007 , VMC , Fatal(2) , Destroyed ,114619
 CHI07LA280 , 08/27/2007 , VMC , Non-Fatal , Substantial ,217
 DEN07LA148 , 08/27/2007 , VMC , Fatal(2) , Destroyed ,4110
 SEA07CA236 , 08/27/2007 , VMC , Non-Fatal , Substantial ,78446
 ATL07CA121 , 08/27/2007 , VMC , Non-Fatal , Substantial ,7017
 SEA07CA238 , 08/26/2007 , VMC , Non-Fatal , Substantial ,16254
 ATL07LA120 , 08/26/2007 , VMC , Non-Fatal , Substantial ,45852
 DFW07CA194 , 08/26/2007 , VMC , Non-Fatal , Substantial ,64004
 CHI07CA278 , 08/26/2007 , VMC , Non-Fatal , Substantial ,78310
 NYC07CA204 , 08/26/2007 , IMC , Non-Fatal , Substantial ,127082
 ATL07LA119 , 08/26/2007 , VMC , Fatal(1) , Substantial ,47006
 NYC07FAMS1 , 08/25/2007 , IMC , Fatal(1) , Destroyed ,43972
 ATL07CA132 , 08/25/2007 , VMC , Non-Fatal , Substantial ,119682
 SEA07FA240 , 08/25/2007 , VMC , Non-Fatal , Substantial ,3616
 ANC07LA090 , 08/25/2007 , VMC , Non-Fatal , Substantial ,40304
 LAX07LA253 , 08/25/2007 , VMC , Non-Fatal , Substantial ,120760
 LAX07LA257 , 08/25/2007 , VMC , Non-Fatal , Substantial ,8115
 DEN07LA145 , 08/25/2007 , VMC , Fatal(1) , Destroyed ,36058
 SEA07CA239 , 08/25/2007 , VMC , Non-Fatal , Substantial ,58068
 SEA07CA241 , 08/25/2007 , VMC , Non-Fatal , Substantial ,125757
 ATL07CA107 , 08/25/2007 , VMC , Non-Fatal , Substantial ,94659
 ANC07CA084 , 08/25/2007 , VMC , Non-Fatal , Destroyed ,97953
 DEN07WA147 , 08/25/2007 , VMC , Fatal(2) , Destroyed ,78114
 SEA07IA237 , 08/24/2007 , VMC , Incident , Substantial ,77532
 DEN07IA144 , 08/24/2007 , VMC , Incident , Minor ,80601
 CHI07LA277 , 08/24/2007 , VMC , Non-Fatal , Substantial ,62020
 LAX07LA268 , 08/24/2007 , VMC , Non-Fatal , Substantial ,99600
 DFW07IA193 , 08/24/2007 , VMC , Incident ,  ,62446
 DEN08LA024 , 08/24/2007 , VMC , Non-Fatal , Substantial ,29914
 CHI07FA279 , 08/24/2007 , VMC , Fatal(2) , Substantial ,96450
 NYC07LA203 , 08/23/2007 , VMC , Non-Fatal , Substantial ,107479
 NYC07LA202 , 08/23/2007 , IMC , Non-Fatal , Substantial ,115588
 MIA07CA134 , 08/23/2007 , VMC , Non-Fatal , Substantial ,112892
 NYC07LA201 , 08/23/2007 , VMC , Non-Fatal , Destroyed ,96804
 DFW07CA189 , 08/22/2007 , VMC , Non-Fatal ,  ,98887
 MIA07WA135 , 08/22/2007 , VMC , Fatal(2) , Destroyed ,58394
 ANC07LA092 , 08/22/2007 , VMC , Non-Fatal , Substantial ,17658
 NYC07FA200 , 08/22/2007 , VMC , Non-Fatal , Substantial ,51563
 DEN07LA142 , 08/22/2007 , VMC , Non-Fatal , Substantial ,114287
 CHI07CA275 , 08/21/2007 , VMC , Non-Fatal , Substantial ,95974
 ATL07CA117 , 08/20/2007 , VMC , Non-Fatal , Substantial ,35423
 DEN07CA141 , 08/20/2007 , VMC , Non-Fatal , Substantial ,98723
 DFW07CA186 , 08/20/2007 , VMC , Non-Fatal , Substantial ,117443
 DFW07LA187 , 08/20/2007 , VMC , Non-Fatal , Substantial ,47902
 DEN07FA140 , 08/20/2007 , VMC , Fatal(3) , Destroyed ,84336
 ATL07CA123 , 08/20/2007 , VMC , Non-Fatal , Substantial ,35611
 DEN07WA143 , 08/20/2007 , VMC , Incident , Minor ,787
